Counter,YLeftRaw,YLeft^2,YLeft^3,lefthalo, vlefthalo,vlefthalo^2,Deadband,Exoscale
745,-0.1953125,0.03814697265625,-0.007450580596923828,-0.07179745517413161,-0.17949363793532902,0.03221796605925899,0.02,0.62793
746,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
747,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
748,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
749,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
750,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
751,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
752,-0.1875,0.03515625,-0.006591796875,-0.06830315571093606,-0.17075788927734015,0.029158256750452357,0.02,0.62793
753,-0.1796875,0.03228759765625,-0.005801677703857422,-0.06484916199640345,-0.16212290499100862,0.026283836322723606,0.02,0.62793
754,-0.1796875,0.03228759765625,-0.005801677703857422,-0.06484916199640345,-0.16212290499100862,0.026283836322723606,0.02,0.62793
755,-0.171875,0.029541015625,-0.005077362060546875,-0.061433594098226775,-0.15358398524556693,0.02358804052391052,0.02,0.62793
756,-0.171875,0.029541015625,-0.005077362060546875,-0.061433594098226775,-0.15358398524556693,0.02358804052391052,0.02,0.62793
757,-0.171875,0.029541015625,-0.005077362060546875,-0.061433594098226775,-0.15358398524556693,0.02358804052391052,0.02,0.62793
758,-0.171875,0.029541015625,-0.005077362060546875,-0.061433594098226775,-0.15358398524556693,0.02358804052391052,0.02,0.62793
759,-0.1640625,0.02691650390625,-0.004415988922119141,-0.05805457208409897,-0.1451364302102474,0.02106458337417402,0.02,0.62793
760,-0.1640625,0.02691650390625,-0.004415988922119141,-0.05805457208409897,-0.1451364302102474,0.02106458337417402,0.02,0.62793
761,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
762,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
763,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
764,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
765,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
766,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
767,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
768,-0.15625,0.0244140625,-0.003814697265625,-0.054710216021713005,-0.13677554005428252,0.018707548357140644,0.02,0.62793
769,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
770,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
771,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
772,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
773,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
774,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
775,-0.1484375,0.02203369140625,-0.0032706260681152344,-0.051398645978761835,-0.1284966149469046,0.016511380052813066,0.02,0.62793
776,-0.140625,0.019775390625,-0.002780914306640625,-0.04811798202293841,-0.12029495505734603,0.0144708762122489,0.02,0.62793
777,-0.140625,0.019775390625,-0.002780914306640625,-0.04811798202293841,-0.12029495505734603,0.0144708762122489,0.02,0.62793
778,-0.140625,0.019775390625,-0.002780914306640625,-0.04811798202293841,-0.12029495505734603,0.0144708762122489,0.02,0.62793
779,-0.140625,0.019775390625,-0.002780914306640625,-0.04811798202293841,-0.12029495505734603,0.0144708762122489,0.02,0.62793
780,-0.140625,0.019775390625,-0.002780914306640625,-0.04811798202293841,-0.12029495505734603,0.0144708762122489,0.02,0.62793
781,-0.1328125,0.01763916015625,-0.002342700958251953,-0.044866344221935715,-0.11216586055483929,0.012581180274007652,0.02,0.62793
782,-0.1328125,0.01763916015625,-0.002342700958251953,-0.044866344221935715,-0.11216586055483929,0.012581180274007652,0.02,0.62793
783,-0.125,0.015625,-0.001953125,-0.04164185264344669,-0.10410463160861673,0.010837774322365802,0.02,0.62793
784,-0.125,0.015625,-0.001953125,-0.04164185264344669,-0.10410463160861673,0.010837774322365802,0.02,0.62793
785,-0.125,0.015625,-0.001953125,-0.04164185264344669,-0.10410463160861673,0.010837774322365802,0.02,0.62793
786,-0.1171875,0.01373291015625,-0.0016093254089355469,-0.03844262735516429,-0.09610656838791072,0.009236472487300161,0.02,0.62793
787,-0.1171875,0.01373291015625,-0.0016093254089355469,-0.03844262735516429,-0.09610656838791072,0.009236472487300161,0.02,0.62793
788,-0.1171875,0.01373291015625,-0.0016093254089355469,-0.03844262735516429,-0.09610656838791072,0.009236472487300161,0.02,0.62793
789,-0.1171875,0.01373291015625,-0.0016093254089355469,-0.03844262735516429,-0.09610656838791072,0.009236472487300161,0.02,0.62793
790,-0.1171875,0.01373291015625,-0.0016093254089355469,-0.03844262735516429,-0.09610656838791072,0.009236472487300161,0.02,0.62793
791,-0.1171875,0.01373291015625,-0.0016093254089355469,-0.03844262735516429,-0.09610656838791072,0.009236472487300161,0.02,0.62793
792,-0.109375,0.011962890625,-0.001308441162109375,-0.03526678842478148,-0.0881669710619537,0.007773414786239382,0.02,0.62793
793,-0.109375,0.011962890625,-0.001308441162109375,-0.03526678842478148,-0.0881669710619537,0.007773414786239382,0.02,0.62793
794,-0.109375,0.011962890625,-0.001308441162109375,-0.03526678842478148,-0.0881669710619537,0.007773414786239382,0.02,0.62793
795,-0.1015625,0.01031494140625,-0.0010476112365722656,-0.03211245591999122,-0.08028113979997806,0.006445061407583621,0.02,0.62793
796,-0.1015625,0.01031494140625,-0.0010476112365722656,-0.03211245591999122,-0.08028113979997806,0.006445061407583621,0.02,0.62793
797,-0.1015625,0.01031494140625,-0.0010476112365722656,-0.03211245591999122,-0.08028113979997806,0.006445061407583621,0.02,0.62793
798,-0.09375,0.0087890625,-8.23974609375E-4,-0.028977749908486474,-0.07244437477121618,0.005248187435992423,0.02,0.62793
799,-0.09375,0.0087890625,-8.23974609375E-4,-0.028977749908486474,-0.07244437477121618,0.005248187435992423,0.02,0.62793
800,-0.09375,0.0087890625,-8.23974609375E-4,-0.028977749908486474,-0.07244437477121618,0.005248187435992423,0.02,0.62793
801,-0.09375,0.0087890625,-8.23974609375E-4,-0.028977749908486474,-0.07244437477121618,0.005248187435992423,0.02,0.62793
802,-0.09375,0.0087890625,-8.23974609375E-4,-0.028977749908486474,-0.07244437477121618,0.005248187435992423,0.02,0.62793
803,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
804,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
805,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
806,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
807,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
808,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
809,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
810,-0.0859375,0.00738525390625,-6.346702575683594E-4,-0.025860790457960185,-0.06465197614490047,0.004179878019440779,0.02,0.62793
811,-0.078125,0.006103515625,-4.76837158203125E-4,-0.022759697636105334,-0.05689924409026333,0.0032375239780433667,0.02,0.62793
812,-0.078125,0.006103515625,-4.76837158203125E-4,-0.022759697636105334,-0.05689924409026333,0.0032375239780433667,0.02,0.62793
813,-0.078125,0.006103515625,-4.76837158203125E-4,-0.022759697636105334,-0.05689924409026333,0.0032375239780433667,0.02,0.62793
814,-0.078125,0.006103515625,-4.76837158203125E-4,-0.022759697636105334,-0.05689924409026333,0.0032375239780433667,0.02,0.62793
815,-0.078125,0.006103515625,-4.76837158203125E-4,-0.022759697636105334,-0.05689924409026333,0.0032375239780433667,0.02,0.62793
816,-0.078125,0.006103515625,-4.76837158203125E-4,-0.022759697636105334,-0.05689924409026333,0.0032375239780433667,0.02,0.62793
817,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
818,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
819,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
820,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
821,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
822,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
823,-0.0703125,0.00494384765625,-3.476142883300781E-4,-0.019672591510614866,-0.04918147877653717,0.0024188178546469758,0.02,0.62793
824,-0.0625,0.00390625,-2.44140625E-4,-0.016597592149181738,-0.04149398037295435,0.0017217504071911206,0.02,0.62793
825,-0.0625,0.00390625,-2.44140625E-4,-0.016597592149181738,-0.04149398037295435,0.0017217504071911206,0.02,0.62793
826,-0.0625,0.00390625,-2.44140625E-4,-0.016597592149181738,-0.04149398037295435,0.0017217504071911206,0.02,0.62793
827,-0.0625,0.00390625,-2.44140625E-4,-0.016597592149181738,-0.04149398037295435,0.0017217504071911206,0.02,0.62793
828,-0.0625,0.00390625,-2.44140625E-4,-0.016597592149181738,-0.04149398037295435,0.0017217504071911206,0.02,0.62793
829,-0.0625,0.00390625,-2.44140625E-4,-0.016597592149181738,-0.04149398037295435,0.0017217504071911206,0.02,0.62793
830,-0.0546875,0.00299072265625,-1.6355514526367188E-4,-0.013532819619498915,-0.03383204904874729,0.0011446075428368423,0.02,0.62793
831,-0.0546875,0.00299072265625,-1.6355514526367188E-4,-0.013532819619498915,-0.03383204904874729,0.0011446075428368423,0.02,0.62793
832,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
833,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
834,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
835,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
836,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
837,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
838,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
839,-0.046875,0.002197265625,-1.02996826171875E-4,-0.010476393989259355,-0.02619098497314839,6.859676938636847E-4,0.02,0.62793
840,-0.0390625,0.00152587890625,-5.9604644775390625E-5,-0.007426435326156015,-0.01856608831539004,3.4469963533486253E-4,0.02,0.62793
841,-0.0390625,0.00152587890625,-5.9604644775390625E-5,-0.007426435326156015,-0.01856608831539004,3.4469963533486253E-4,0.02,0.62793
842,-0.0390625,0.00152587890625,-5.9604644775390625E-5,-0.007426435326156015,-0.01856608831539004,3.4469963533486253E-4,0.02,0.62793
843,-0.0390625,0.00152587890625,-5.9604644775390625E-5,-0.007426435326156015,-0.01856608831539004,3.4469963533486253E-4,0.02,0.62793
844,-0.03125,9.765625E-4,-3.0517578125E-5,-0.004381063697881856,-0.010952659244704639,1.1996074453061398E-4,0.02,0.62793
845,-0.03125,9.765625E-4,-3.0517578125E-5,-0.004381063697881856,-0.010952659244704639,1.1996074453061398E-4,0.02,0.62793
846,-0.03125,9.765625E-4,-3.0517578125E-5,-0.004381063697881856,-0.010952659244704639,1.1996074453061398E-4,0.02,0.62793
847,-0.0234375,5.4931640625E-4,-1.2874603271484375E-5,-0.0013383991721298365,-0.0033459979303245915,1.119570214973645E-5,0.02,0.62793
848,-0.0234375,5.4931640625E-4,-1.2874603271484375E-5,-0.0013383991721298365,-0.0033459979303245915,1.119570214973645E-5,0.02,0.62793
849,-0.0234375,5.4931640625E-4,-1.2874603271484375E-5,-0.0013383991721298365,-0.0033459979303245915,1.119570214973645E-5,0.02,0.62793
850,-0.015625,2.44140625E-4,-3.814697265625E-6,0.0,0.0,0.0,0.02,0.62793
851,-0.015625,2.44140625E-4,-3.814697265625E-6,0.0,0.0,0.0,0.02,0.62793
852,-0.015625,2.44140625E-4,-3.814697265625E-6,0.0,0.0,0.0,0.02,0.62793
853,-0.015625,2.44140625E-4,-3.814697265625E-6,0.0,0.0,0.0,0.02,0.62793
854,-0.0078125,6.103515625E-5,-4.76837158203125E-7,0.0,0.0,0.0,0.02,0.62793
855,-0.0078125,6.103515625E-5,-4.76837158203125E-7,0.0,0.0,0.0,0.02,0.62793
856,-0.0078125,6.103515625E-5,-4.76837158203125E-7,0.0,0.0,0.0,0.02,0.62793
857,-0.0078125,6.103515625E-5,-4.76837158203125E-7,0.0,0.0,0.0,0.02,0.62793
858,-0.0078125,6.103515625E-5,-4.76837158203125E-7,0.0,0.0,0.0,0.02,0.62793
859,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
860,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
861,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
862,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
863,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
864,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
865,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
866,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.62793
867,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
868,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
869,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
870,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
871,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
872,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
873,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
874,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
875,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
876,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
877,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
878,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
879,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
880,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
881,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
882,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
883,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
884,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
885,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
886,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
887,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
888,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
889,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
890,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
891,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
892,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
893,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
894,0.007874015718698502,6.200012353831108E-5,4.881899473019104E-7,0.0,0.0,0.0,0.02,0.62793
895,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
896,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
897,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
898,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
899,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
900,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
901,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
902,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
903,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
904,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
905,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
906,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
907,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
908,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
909,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
910,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
911,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
912,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
913,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
914,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
915,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
916,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
917,0.015748031437397003,2.480004941532443E-4,3.905519578415283E-6,0.0,0.0,0.0,0.02,0.62793
918,0.023622047156095505,5.580011118447997E-4,1.318112857715158E-5,0.00141025616691651,0.0035256404172912753,1.2430140352037798E-5,0.02,0.62793
919,0.023622047156095505,5.580011118447997E-4,1.318112857715158E-5,0.00141025616691651,0.0035256404172912753,1.2430140352037798E-5,0.02,0.62793
920,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
921,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
922,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
923,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
924,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
925,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
926,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
927,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
928,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
929,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
930,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
931,0.031496062874794006,9.920019766129773E-4,3.1244156627322265E-5,0.004476929721375437,0.011192324303438592,1.2526812331334217E-4,0.02,0.62793
932,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
933,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
934,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
935,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
936,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
937,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
938,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
939,0.03937007859349251,0.001550003088457777,6.10237434127388E-5,0.007546413324269068,0.018866033310672672,3.559272128794109E-4,0.02,0.62793
940,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
941,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
942,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
943,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
944,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
945,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
946,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
947,0.04724409431219101,0.002232004447379199,1.0544902861721264E-4,0.010620631666318582,0.026551579165796455,7.049863561975564E-4,0.02,0.62793
948,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
949,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
950,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
951,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
952,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
953,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
954,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
955,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
956,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
957,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
958,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
959,0.05511811003088951,0.003038006053377243,1.6744915192455528E-4,0.013701509438245153,0.03425377359561288,0.001173321005539506,0.02,0.62793
960,0.06299212574958801,0.003968007906451909,2.499532530185781E-4,0.016790971330769955,0.04197742832692489,0.001762104488942116,0.02,0.62793
961,0.06299212574958801,0.003968007906451909,2.499532530185781E-4,0.016790971330769955,0.04197742832692489,0.001762104488942116,0.02,0.62793
962,0.06299212574958801,0.003968007906451909,2.499532530185781E-4,0.016790971330769955,0.04197742832692489,0.001762104488942116,0.02,0.62793
963,0.07086614519357681,0.00502201053459711,3.558905277084311E-4,0.01989094350403656,0.0497273587600914,0.002472810209254839,0.02,0.62793
964,0.07086614519357681,0.00502201053459711,3.558905277084311E-4,0.01989094350403656,0.0497273587600914,0.002472810209254839,0.02,0.62793
965,0.07874015718698502,0.006200012353831108,4.881899473019104E-4,0.023003346240498972,0.05750836560124743,0.003307212114126739,0.02,0.62793
966,0.07874015718698502,0.006200012353831108,4.881899473019104E-4,0.023003346240498972,0.05750836560124743,0.003307212114126739,0.02,0.62793
967,0.07874015718698502,0.006200012353831108,4.881899473019104E-4,0.023003346240498972,0.05750836560124743,0.003307212114126739,0.02,0.62793
968,0.07874015718698502,0.006200012353831108,4.881899473019104E-4,0.023003346240498972,0.05750836560124743,0.003307212114126739,0.02,0.62793
